区站号,省份,站名,站类,经度,纬度,观测场拔海高度（米）,气压传感器拔海高度（米）
57020 ,陕西,陈仓,一般站,10724,3422 ,563.0 ,564.2 
57021 ,陕西,千阳,一般站,10708,3439 ,751.6 ,752.6 
57022 ,陕西,麟游,一般站,10747,3441 ,1026.3 ,1027.5 
57023,陕西,彬县,一般站,10807 ,3501 ,919.9 ,920.6 
57024 ,陕西,岐山,一般站,10739,3427 ,669.6 ,670.8 
57025 ,陕西,凤翔,基本站,10723,3431 ,781.1 ,782.1 
57026 ,陕西,扶风,一般站,10753,3422 ,585.9 ,587.1 
57027 ,陕西,眉县,一般站,10744,3418 ,490.8 ,492.0 
57028 ,陕西,太白,基本站,10719,3402 ,1543.6 ,1544.6 
57029 ,陕西,礼泉,一般站,10829,3430 ,543.2 ,544.4 
57030 ,陕西,永寿,基本站,10809,3442 ,994.6 ,995.4 
57031 ,陕西,淳化,一般站,10833,3449 ,1012.7 ,1013.5 
57033 ,陕西,泾阳,一般站,10849,3433 ,428.1 ,429.0 
57034 ,陕西,武功,基本站,10814,3419,471.0 ,471.6 
57035 ,陕西,乾县,一般站,10814,3433 ,636.8 ,636.7 
57037 ,陕西,耀州,基本站,10859,3456 ,710.0 ,711.8 
57038 ,陕西,兴平,一般站,10827,3417 ,410.9 ,411.5 
57041 ,陕西,三原,一般站,10855,3438 ,424.0 ,425.5 
57042 ,陕西,富平,一般站,10911,3447 ,470.9 ,472.3 
57043 ,陕西,大荔,一般站,10958,3448 ,351.4 ,352.6 
57045 ,陕西,渭南,一般站,10930,3424 ,640.8 ,642.1 
57046 ,陕西,华山,基准站,11005,3429 ,2064.9 ,2065.9 
57048 ,陕西,秦都,基本站,10843,3424 ,472.8 ,473.4 
57051 ,河南,三门峡,基本站,11112 ,3448 ,409.9 ,410.9 
57052 ,山西,永济,基本站,11027,3453 ,354.1 ,355.1 
57053 ,山西,芮城,一般站,11043,3442 ,505.7 ,507.2 
57054 ,陕西,潼关,一般站,11014,3433 ,556.3 ,557.3 
57055 ,陕西,华阴,一般站,11008,3436 ,342.1 ,343.1 
57056 ,河南,灵宝,一般站,11051 ,3432 ,484.5 ,485.5 
57057 ,陕西,洛南,一般站,11009,3406 ,963.4 ,964.2 
57060 ,山西,夏县,一般站,11114,3510 ,402.9 ,404.3 
57061 ,山西,平陆,一般站,11112,3450 ,410.7 ,412.6 
57063 ,河南,渑池,一般站,11146 ,3446 ,523.6 ,523.6 
57066 ,河南,洛宁,一般站,11140 ,3424 ,408.2 ,408.7 
57070 ,河南,新安,一般站,11207 ,3444 ,364.0 ,365.0 
57071 ,河南,孟津,基本站,11228 ,3448 ,329.1 ,329.8 
57072 ,河南,孟州,一般站,11245 ,3455 ,127.5 ,128.5 
57074 ,河南,伊川,一般站,11224 ,3425 ,252.2 ,253.2 
57075 ,河南,汝州,一般站,11252 ,3410 ,203.1 ,204.3 
57076 ,河南,偃师,一般站,11247 ,3444 ,189.5 ,190.1 
57078 ,河南,汝阳,一般站,11228 ,3409 ,336.5 ,337.5 
57079 ,河南,温县,一般站,11302 ,3457 ,106.4 ,106.9 
57080 ,河南,巩义,一般站,11258 ,3444 ,165.2 ,166.1 
57081 ,河南,荥阳,一般站,11326 ,3448 ,140.9 ,141.9 
57082 ,河南,登封,一般站,11301 ,3428 ,427.1 ,428.4 
57083 ,河南,郑州,基本站,11339 ,3443 ,110.4 ,111.6 
57084 ,河南,嵩山,基准站,11303 ,3430 ,1178.4 ,1179.5 
57085 ,河南,新密,一般站,11320 ,3432 ,259.9 ,260.9 
57086 ,河南,新郑,一般站,11343 ,3423 ,116.6 ,117.6 
57087 ,河南,长葛,一般站,11344 ,3416 ,104.1 ,105.0 
57088 ,河南,禹州,一般站,11330 ,3411 ,146.0 ,146.5 
57089 ,河南,许昌,基本站,11356 ,3404 ,67.2 ,68.2 
57090 ,河南,中牟,一般站,11358 ,3443 ,78.1 ,80.2 
57091 ,河南,开封,基本站,11418 ,3447 ,73.7 ,74.8 
57093 ,河南,兰考,一般站,11449 ,3451 ,73.3 ,74.9 
57094 ,河南,尉氏,一般站,11413 ,3424 ,67.4 ,68.5 
57095 ,河南,鄢陵,一般站,11409 ,3407 ,61.1 ,62.2 
57096 ,河南,杞县,一般站,11447 ,3432 ,59.7 ,60.7 
57098 ,河南,扶沟,一般站,11424 ,3405 ,58.3 ,59.3 
57099 ,河南,太康,一般站,11451 ,3404 ,52.6 ,53.6 
57102,甘肃,成县,一般站,10543,3345,970.0 ,971.6 
57105,甘肃,康县,一般站,10536,3320,1221.2 ,1222.8 
57106 ,陕西,略阳,基准站,10609,3319 ,794.2 ,794.9 
57110,甘肃,徽县,一般站,10605,3347,930.8 ,932.4 
57111,甘肃,两当,一般站,10618,3355,961.4 ,962.8 
57113 ,陕西,凤县,一般站,10633,3356 ,984.0 ,985.0 
57119 ,陕西,勉县,一般站,10642,3310 ,548.1 ,549.5 
57123 ,陕西,杨凌,一般站,10804,3417 ,506.0 ,506.8 
57124 ,陕西,留坝,基本站,10656,3338 ,1032.1 ,1033.3 
57127 ,陕西,汉中,基本站,10702,3304 ,509.5 ,510.7 
57128 ,陕西,城固,一般站,10720,3310 ,486.4 ,487.8 
57131 ,陕西,泾河,基本站,10858,3426 ,410.0 ,411.0 
57134 ,陕西,佛坪,基本站,10759,3331 ,827.2 ,827.9 
57137 ,陕西,宁陕,一般站,10819,3319 ,802.4 ,802.0 
57140 ,陕西,柞水,基准站,10907,3340 ,818.2 ,819.4 
57143 ,陕西,商州,基本站,10958,3352 ,742.2 ,743.0 
57144 ,陕西,镇安,基本站,10909,3326 ,693.7 ,694.9 
57153 ,陕西,丹凤,一般站,11020,3342 ,639.0 ,639.8 
57154 ,陕西,商南,基本站,11054,3332 ,523.0 ,523.8 
57155 ,陕西,山阳,一般站,10955,3332 ,813.2 ,814.6 
57156 ,河南,西峡,基本站,11130 ,3318 ,250.3 ,251.3 
57162 ,河南,嵩县,一般站,11204 ,3408 ,440.7 ,442.2 
57169 ,河南,内乡,一般站,11153 ,3309 ,221.2 ,222.3 
57173 ,河南,鲁山,一般站,11253 ,3345 ,145.7 ,146.8 
57175 ,河南,镇平,一般站,11215,3305 ,234.0 ,235.0 
57176 ,河南,南召,一般站,11225 ,3329 ,231.1 ,232.3 
57177 ,河南,舞钢,一般站,11332 ,3320 ,89.8 ,90.8 
57178 ,河南,南阳,基本站,11229 ,3306 ,180.6 ,181.6 
57179 ,河南,方城,一般站,11300 ,3317 ,160.4 ,161.6 
57180 ,河南,郏县,一般站,11312 ,3359 ,117.5 ,118.6 
57181 ,河南,宝丰,基准站,11303 ,3353 ,136.4 ,137.4 
57182 ,河南,襄城,一般站,11331 ,3351 ,80.4 ,81.4 
57183 ,河南,临颍,一般站,11355 ,3348 ,60.0 ,61.2 
57184 ,河南,叶县,一般站,11318 ,3338 ,97.5 ,98.5 
57185 ,河南,舞阳,一般站,11335 ,3327 ,91.1 ,92.3 
57186 ,河南,漯河,一般站,11403 ,3336 ,58.7 ,59.8 
57187 ,河南,社旗,一般站,11258 ,3302 ,116.8 ,117.8 
57188 ,河南,西平,一般站,11402 ,3322 ,55.9 ,56.8 
57189 ,河南,遂平,一般站,11357 ,3308 ,64.6 ,65.5 
57190 ,河南,黄泛区,一般站,11424 ,3345 ,50.5 ,51.6 
57191 ,河南,通许,一般站,11428 ,3431 ,64.2 ,65.1 
57192 ,河南,淮阳,一般站,11451 ,3344 ,45.5 ,46.6 
57193 ,河南,西华,基本站,11431 ,3347 ,52.6 ,53.6 
57194 ,河南,上蔡,一般站,11418 ,3316 ,53.4 ,54.4 
57195 ,河南,川汇区,一般站,11437 ,3337 ,46.6 ,47.6 
57196 ,河南,项城,一般站,11452 ,3325 ,43.6 ,44.6 
57197 ,河南,汝南,一般站,11421 ,3258 ,50.1 ,51.1 
57198 ,河南,商水,一般站,11434 ,3330 ,44.6 ,45.6 
57204 ,四川,青川,一般站,10513,3234 ,782.0 ,783.0 
57206 ,四川,广元,基本站,10554,3225 ,545.4 ,546.4 
57208 ,四川,剑阁,一般站,10531,3217,544.5 ,545.4 
57211 ,陕西,宁强,基本站,10615,3250 ,836.1 ,837.1 
57213 ,陕西,南郑,一般站,10656,3300 ,536.5 ,537.5 
57216 ,四川,南江,一般站,10650,3221 ,579.3 ,580.5 
57217 ,四川,旺苍,一般站,10617,3214 ,485.7 ,486.9 
57231 ,陕西,紫阳,一般站,10832,3232 ,503.8 ,505.0 
57232 ,陕西,石泉,基本站,10816,3303 ,484.9 ,485.9 
57233 ,陕西,汉阴,一般站,10830,3254 ,413.1 ,414.3 
57237,四川,万源,基准站,10802 ,3204 ,674.0 ,675.0 
57238 ,陕西,镇巴,基本站,10754,3231 ,892.2 ,893.6 
57242 ,陕西,旬阳,一般站,10922,3251 ,285.5 ,286.5 
57245 ,陕西,安康,基本站,10902,3243 ,290.8 ,291.7 
57247 ,陕西,岚皋,一般站,10854,3219 ,438.5 ,439.5 
57248 ,陕西,平利,一般站,10920,3224 ,570.3 ,571.2 
57249,湖北,竹溪,一般站,10941,3219,448.2 ,449.6 
57251,湖北,郧西,基准站,11024,3300,317.3 ,318.1 
57253,湖北,郧阳,一般站,11052,3250,244.8 ,245.6 
57254 ,陕西,白河,一般站,11007,3249 ,322.5 ,323.6 
57256,湖北,十堰,基本站,11047,3239,286.5 ,287.3 
57257,湖北,竹山,一般站,11014,3214,307.0 ,308.4 
57259,湖北,房县,基本站,11045,3203,426.9 ,427.9 
57260,湖北,丹江口,一般站,11131,3234,133.4 ,134.8 
57261 ,河南,淅川,一般站,11131 ,3307 ,233.0 ,234.5 
57265,湖北,老河口,基本站,11144,3226,132.1 ,133.1 
57268,湖北,谷城,一般站,11137,3216,120.0 ,121.0 
57271 ,河南,新野,一般站,11223 ,3231 ,87.7 ,88.7 
57273 ,河南,唐河,一般站,11248 ,3244 ,96.7 ,97.7 
57274 ,河南,邓州,一般站,11159 ,3242 ,120.0 ,121.4 
57278,湖北,襄阳,基本站,11205,3200,163.4 ,164.4 
57279,湖北,枣阳,基本站,11245,3209,125.5 ,127.0 
57281 ,河南,泌阳,一般站,11318 ,3242 ,142.2 ,143.1 
57285 ,河南,桐柏,基本站,11325 ,3223 ,153.0 ,154.0 
57290 ,河南,驻马店,基本站,11355 ,3256 ,106.2 ,107.2 
57292 ,河南,平舆,一般站,11437 ,3254 ,44.9 ,45.9 
57293 ,河南,新蔡,一般站,11459 ,3244 ,38.0 ,39.1 
57294 ,河南,确山,一般站,11401 ,3250 ,83.6 ,84.6 
57295 ,河南,正阳,一般站,11421 ,3237 ,78.5 ,79.7 
57296 ,河南,息县,一般站,11444 ,3221 ,48.9 ,50.1 
57297 ,河南,信阳,基本站,11403 ,3208 ,114.5 ,115.4 
57298 ,河南,罗山,一般站,11433 ,3213 ,55.4 ,56.2 
57299 ,河南,光山,一般站,11454 ,3201 ,49.4 ,50.6 
57303 ,四川,苍溪,一般站,10555,3144 ,459.9 ,460.8 
57306 ,四川,阆中,基本站,10559,3135 ,382.6 ,383.5 
57307 ,四川,三台,一般站,10505 ,3106,459.9 ,461.1 
57308 ,四川,盐亭,一般站,10523 ,3113,421.3 ,422.8 
57309 ,四川,西充,一般站,10553,3059 ,378.4 ,379.9 
57313 ,四川,巴中,基本站,10646,3152 ,417.7 ,419.0 
57314 ,四川,南部,基准站,10604,3121 ,405.7 ,406.9 
57315 ,四川,仪陇,一般站,10624,3131 ,655.7 ,657.2 
57317 ,四川,蓬安,一般站,10625,3102 ,324.9 ,326.4 
57318 ,四川,营山,一般站,10634,3105 ,338.5 ,340.0 
57320 ,四川,通江,一般站,10713,3156 ,482.4 ,483.5 
57324 ,四川,平昌,一般站,10705,3135 ,364.2 ,365.1 
57326 ,四川,宣汉,一般站,10743 ,3122 ,389.4 ,390.5 
57328 ,四川,达川,基本站,10730 ,3112 ,344.9 ,345.8 
57329 ,四川,开江,一般站,10751 ,3106 ,467.5 ,468.5 
57333 ,重庆,城口,一般站,10840,3157 ,798.2 ,800.0 
57338 ,重庆,开县,一般站,10825,3111 ,216.5 ,213.2 
57339 ,重庆,云阳,一般站,10841,3057 ,297.2 ,296.4 
57343 ,陕西,镇坪,基本站,10932,3154 ,995.8 ,996.8 
57345 ,重庆,巫溪,一般站,10937,3124 ,337.8 ,339.8 
57348 ,重庆,奉节,基本站,10932,3101 ,299.8 ,300.3 
57349 ,重庆,巫山,一般站,10952,3105 ,606.8 ,607.8 
57355,湖北,巴东,基本站,11022,3102,334.0 ,335.0 
57359,湖北,兴山,基本站,11044,3121,336.8 ,337.8 
57361,湖北,保康,一般站,11116,3153,327.7 ,329.1 
57362,湖北,神农架,一般站,11040,3145,935.2 ,936.7
57363,湖北,南漳,基准站,11150,3148,151.0 ,151.9 
57370,湖北,宜城,一般站,11213,3144,67.8 ,68.8 
57377,湖北,荆门,一般站,11213,3100,191.9 ,193.4
57378,湖北,钟祥,基本站,11238,3112,108.0 ,108.9 
57381,湖北,随州,基本站,11320,3137,116.3 ,117.3 
57386,湖北,孝昌,一般站,11400,3115,51.6 ,53.1 
57387,湖北,京山,一般站,11308,3100,84.6 ,86.0 
57388,湖北,安陆,一般站,11342,3116,53.7 ,54.6
57389,湖北,云梦,一般站,11345,3102,32.2 ,33.7 
57390 ,河南,鸡公山,一般站,11404 ,3148 ,733.5 ,734.7 
57395,湖北,大悟,基本站,11410,3135,120.0 ,120.8 
57396 ,河南,新县,一般站,11451 ,3138 ,128.7 ,129.7 
57398,湖北,红安,一般站,11437,3117,74.3 ,75.3 
57399,湖北,麻城,基本站,11457,3108,74.3 ,75.2 
57401 ,四川,射洪,一般站,10522,3052 ,383.3 ,384.3 
57402 ,四川,蓬溪,一般站,10542,3046 ,394.5 ,395.4 
57405 ,四川,遂宁,基本站,10533,3030 ,355.0 ,356.0 
57407 ,四川,乐至,一般站,10502,3017 ,462.6 ,464.1 
57408 ,四川,安岳,一般站,10519,3007 ,383.6 ,384.8 
57409 ,重庆,潼南,一般站,10548,3011 ,297.7 ,295.8 
57411 ,四川,高坪,基本站,10608,3045 ,347.0 ,347.9 
57413,四川,渠县,一般站,10658 ,3051 ,295.1 ,296.2 
57414 ,四川,岳池,一般站,10627,3031 ,403.7 ,404.9 
57415 ,四川,广安,一般站,10638,3032 ,394.5 ,395.5 
57416 ,四川,邻水,一般站,10656,3020 ,391.5 ,392.5 
57417 ,四川,武胜,一般站,10617,3021 ,315.9 ,317.1 
57420,四川,大竹,一般站,10711 ,3045 ,418.0 ,419.0 
57425 ,重庆,垫江,一般站,10724,3019 ,416.1 ,417.1 
57431 ,重庆,天城,一般站,10821,3050 ,257.0 ,256.8 
57432 ,重庆,万州,基本站,10824,3046 ,186.7 ,188.8 
57437 ,重庆,忠县,一般站,10802,3018 ,325.6 ,326.3 
57438 ,重庆,石柱,一般站,10807,2959 ,632.3 ,630.3 
57439,湖北,利川,基本站,10856,3017,1074.1 ,1075.1
57445,湖北,建始,基本站,10943,3036,609.2 ,610.2
57447,湖北,恩施,基准站,10928,3017,457.1 ,458.0 
57453,湖北,夷陵区,一般站,11119,3046,115.2 ,116.4 
57458,湖北,五峰,基本站,11040,3012,619.9 ,620.7 
57461,湖北,宜昌,基本站,11122,3044,256.5 ,257.5 
57464,湖北,长阳,一般站,11111,3028,177.9 ,178.9 
57465,湖北,宜都,一般站,11126,3022,120.1 ,121.1 
57469,湖北,松滋,一般站,11146,3011,69.5 ,71
57475,湖北,潜江,一般站,11254,3024,31.2 ,32.2
57476,湖北,荆州,基本站,11209,3021,31.8 ,32.8
57477,湖北,公安,一般站,11213,3004,38.4 ,39.3 
57481,湖北,应城,一般站,11334,3057,30.4 ,31.9 
57482,湖北,孝感,基准站,11357,3054,25.5 ,26.3 
57483,湖北,天门,基本站,11308,3040,31.9 ,32.8 
57484,湖北,沙洋,一般站,11233,3044,57.2 ,58.3 
57485,湖北,仙桃,一般站,11329,3018,23.7 ,24.9 
57486,湖北,汉川,一般站,11351,3039,25.0 ,26.0 
57489,湖北,蔡甸,一般站,11400,3031,23.6 ,24.9 
57492,湖北,新洲,一般站,11450,3050,40.7 ,41.6 
57494,湖北,武汉,基本站,11403,3036,23.6 ,24.6 
57495,湖北,团风,一般站,11453,3040,28.1 ,29.6 
57496,湖北,鄂州,一般站,11437,3015,35.3 ,36.5 
57498,湖北,黄冈,一般站,11456,3031,26.2 ,26.9 
57499,湖北,大冶,一般站,11453,3004,40.3 ,41.5
57502 ,重庆,大足,基本站,10542,2942 ,394.7 ,395.3 
57503 ,四川,东兴区,基本站,10507,2937 ,349.7 ,351.0 
57505 ,重庆,荣昌,一般站,10535,2925 ,338.0 ,324.0 
57506 ,重庆,永川,一般站,10554,2922 ,353.0 ,351.8 
57507 ,四川,隆昌,一般站,10518,2920,385.7 ,386.9 
57508 ,四川,泸县,一般站,10522,2909 ,301.0 ,301.9 
57509 ,重庆,万盛,一般站,10655,2859 ,599.8 ,600.8 
57510 ,重庆,铜梁,一般站,10604,2951 ,326.3 ,327.5 
57511 ,重庆,北碚,一般站,10627,2951 ,240.8 ,242.9 
57512 ,重庆,合川,基本站,10616,2958 ,364.5 ,365.5 
57513 ,重庆,渝北,一般站,10637,2944 ,464.7 ,465.5 
57514 ,重庆,璧山,一般站,10613,2935 ,331.5 ,325.0 
57516 ,重庆,沙坪坝,基本站,10628,2935 ,259.1 ,259.6 
57517 ,重庆,江津,基本站,10615,2917 ,261.4 ,256.3 
57518 ,重庆,巴南,一般站,10630,2920 ,506.1 ,506.9 
57519 ,重庆,南川,一般站,10707,2910 ,698.8 ,699.8 
57520 ,重庆,长寿,基本站,10704,2950 ,377.6 ,382.8 
57523 ,重庆,丰都,基本站,10744,2951 ,290.5 ,290.4 
57525 ,重庆,武隆,一般站,10745,2919 ,406.9 ,408.1 
57536 ,重庆,黔江,基本站,10846,2931 ,786.9 ,787.9 
57537 ,重庆,彭水,一般站,10810,2918 ,322.2 ,321.3 
57540,湖北,咸丰,一般站,10909,2941,776.9 ,777.9
57541,湖北,宣恩,一般站,10929,3000,532.5 ,533.4
57543,湖北,鹤峰,一般站,11002,2954,539.8 ,540.8 
57544 ,湖南,龙山,一般站,10927,2928 ,488.7 ,489.7 
57545,湖北,来凤,基本站,10925,2932,502.8 ,503.8 
57554 ,湖南,桑植,基本站,11010,2924 ,322.2 ,320.9 
57558 ,湖南,张家界,一般站,11028,2908 ,183.5 ,184.5 
57562 ,湖南,石门,基准站,11122,2935 ,116.9 ,117.9 
57564 ,湖南,慈利,一般站,11108,2926 ,103.0 ,104.0 
57565 ,湖南,澧县,一般站,11143,2940,38.1 ,39.2 
57566 ,湖南,临澧,一般站,11139,2927 ,51.5 ,52.5 
57571,湖北,石首,一般站,11225,2940,37.4 ,38.4 
57573,湖北,监利,基本站,11254,2950,30.0 ,35.1 
57574 ,湖南,南县,基本站,11224 ,2922 ,36.0 ,37.1 
57575 ,湖南,华容,一般站,11233,2931 ,31.0 ,32.1 
57577 ,湖南,安乡,一般站,11210,2924,36.9 ,37.9 
57581,湖北,洪湖,基本站,11327,2949,27.4 ,28.4 
57582,湖北,赤壁,一般站,11353,2943,46.9 ,48.4 
57583,湖北,嘉鱼,基本站,11358,2955,61.7 ,62.6 
57584 ,湖南,岳阳,基本站,11305,2923 ,53.0 ,54.0 
57585 ,湖南,临湘,一般站,11327,2929 ,60.4 ,61.6 
57586,湖北,崇阳,一般站,11402,2932,78.5 ,80
57589,湖北,通城,一般站,11353,2916,146.2 ,147.2 
57590,湖北,咸宁,一般站,11422,2951,98.8 ,100.3 
57596,湖北,金沙,一般站,11412,2938,751.4 ,752.3 
57598 ,江西,修水,基本站,11435,2902 ,146.8 ,147.9 
57600 ,四川,江安,一般站,10504,2843,420.9 ,421.8 
57603 ,四川,合江,一般站,10550,2849 ,283.4 ,284.3 
57606 ,贵州,桐梓,基准站,10650,2808 ,972.0 ,972.7 
57608 ,四川,叙永,基本站,10526,2810 ,377.5 ,378.7 
57612 ,重庆,綦江,基本站,10639,2900 ,474.7 ,475.9 
57623 ,贵州,道真,一般站,10736,2853 ,685.6 ,686.3 
57625 ,贵州,正安,基本站,10728,2832 ,816.4 ,817.2 
57633 ,重庆,酉阳,基准站,10846,2849 ,826.5 ,827.7 
57634 ,贵州,务川,一般站,10753,2831 ,660.3 ,661.2 
57635 ,重庆,秀山,一般站,10901,2822 ,548.7 ,550.2 
57636 ,贵州,沿河,一般站,10830,2834 ,334.6 ,335.4 
57637,贵州,德江,一般站,10806,2815,629.5 ,630.5 
57640 ,湖南,花垣,一般站,10927,2835 ,341.0 ,342.0 
57642 ,湖南,保靖,基本站,10939,2842 ,325.3 ,326.9 
57643 ,湖南,永顺,一般站,10950,2900 ,268.2 ,269.2 
57646 ,湖南,古丈,一般站,10957,2837 ,302.1 ,303.1 
57647 ,贵州,松桃,基本站,10911,2809 ,406.1 ,407.1 
57649 ,湖南,吉首,基准站,10941 ,2814,254.6 ,255.6 
57655 ,湖南,沅陵,基本站,11024,2828 ,151.6 ,152.7 
57657 ,湖南,泸溪,一般站,11012,2813,186.0 ,187.1 
57658 ,湖南,辰溪,一般站,11012,2800 ,152.8 ,153.8 
57661 ,湖南,桃源,一般站,11129,2855 ,48.7 ,49.7 
57662 ,湖南,常德,基本站,11141,2907,150.6 ,151.4 
57663 ,湖南,汉寿,一般站,11157,2855,31.9 ,32.9 
57666 ,湖南,桃江,一般站,11208,2831 ,136.9 ,138.1 
57669 ,湖南,安化,基本站,11113 ,2823 ,128.3 ,129.4 
57671 ,湖南,沅江,基本站,11222 ,2851 ,37.0 ,38.5 
57673 ,湖南,湘阴,基本站,11253,2841 ,53.2 ,54.1 
57674 ,湖南,赫山,一般站,11223 ,2834 ,46.3 ,47.8 
57678 ,湖南,宁乡,一般站,11233,2815 ,74.7 ,76.3 
57679,湖南,马坡岭,一般站,11312,2813 ,101.4 ,102.6 
57680 ,湖南,汨罗,一般站,11306,2851 ,82.5 ,83.6 
57682 ,湖南,平江,基本站,11334,2843 ,106.3 ,107.5 
57687 ,湖南,长沙,基本站,11247,2806 ,119.0 ,120.0 
57688 ,湖南,浏阳,一般站,11338,2809,101.1 ,102.0 
57694 ,江西,铜鼓,一般站,11423,2832 ,259.8 ,261.0 
57696 ,江西,宜丰,基本站,11447,2824 ,91.7 ,92.9 
57698 ,江西,万载,一般站,11426,2806 ,122.5 ,124.0 
57699 ,江西,上高,一般站,11458,2814 ,93.4 ,94.6 
57707 ,贵州,毕节,基本站,10517,2718 ,1510.6 ,1511.5 
57708 ,贵州,大方,一般站,10536,2709 ,1700.0 ,1701.2 
57710 ,贵州,仁怀,基本站,10624,2748,890.3 ,891.0 
57714 ,贵州,金沙,一般站,10614,2728 ,942.0 ,943.0 
57717 ,贵州,遵义县,一般站,10650,2732 ,974.1 ,975.0 
57718,贵州,息烽,基本站,10643,2706,1112.1 ,1113.2 
57719 ,贵州,开阳,一般站,10658,2704 ,1275.6 ,1276.6 
57722 ,贵州,湄潭,基本站,10728,2746 ,792.2 ,792.9 
57723 ,贵州,凤冈,一般站,10743,2759 ,710.2 ,711.2 
57728 ,贵州,瓮安,一般站,10728,2703 ,1129.6 ,1130.6 
57729 ,贵州,余庆,基本站,10753,2714 ,622.1 ,623.1 
57731 ,贵州,思南,基本站,10815,2757 ,416.8 ,417.7 
57732 ,贵州,印江,一般站,10824,2801 ,521.5 ,522.5 
57734 ,贵州,石阡,一般站,10814,2734 ,467.5 ,468.5 
57735 ,贵州,岑巩,一般站,10849,2711 ,404.3 ,405.5 
57736 ,贵州,江口,一般站,10851,2742 ,369.2 ,370.4 
57737 ,贵州,施秉,一般站,10807,2702 ,547.3 ,548.5 
57738 ,贵州,镇远,一般站,10825,2703 ,516.3 ,517.5 
57739 ,贵州,玉屏,一般站,10855,2714 ,394.8 ,396.0 
57740 ,湖南,凤凰,一般站,10936,2757 ,349.6 ,350.6 
57741 ,贵州,铜仁,基本站,10911,2744 ,353.2 ,354.4 
57742 ,贵州,万山,一般站,10912,2731 ,884.3 ,885.3 
57743 ,湖南,麻阳,一般站,10948,2752 ,176.6 ,177.6 
57744 ,湖南,新晃,一般站,10910,2722 ,355.5 ,356.5 
57745 ,湖南,芷江,基本站,10941,2727 ,272.2 ,273.2 
57752 ,湖南,溆浦,基本站,11036,2755 ,204.0 ,205.0 
57754 ,湖南,洪江,一般站,10950,2713,252.0 ,253.0 
57760 ,湖南,冷水江,一般站,11126,2742 ,249.2 ,250.7 
57761 ,湖南,新化,基本站,11118,2745 ,211.9 ,213.1 
57762 ,湖南,涟源,一般站,11142,2741,165.0 ,166.0 
57763 ,湖南,娄底,一般站,11200,2741 ,205.8 ,207.0 
57771 ,湖南,韶山,一般站,11232 ,2756 ,88.3 ,89.3 
57772 ,湖南,湘乡,一般站,11230,2745 ,86.9 ,88.1 
57773 ,湖南,湘潭,一般站,11250,2753 ,63.8 ,65.0 
57774 ,湖南,双峰,基本站,11210,2727 ,100.0 ,101.3 
57776 ,湖南,南岳,基准站,11242,2718 ,1265.9 ,1265.1 
57777 ,湖南,衡山,一般站,11252,2714 ,63.3 ,64.8 
57778 ,湖南,衡东,一般站,11257,2706 ,70.3 ,71.7 
57779 ,湖南,攸县,基本站,11321,2703 ,115.2 ,116.6 
57780 ,湖南,株洲,基本站,11310,2750 ,74.6 ,76.3 
57781 ,湖南,醴陵,一般站,11330,2739 ,74.4 ,75.6 
57783 ,江西,上栗,一般站,11349,2753 ,118.6 ,119.6 
57786 ,江西,萍乡,一般站,11351,2738,117.5 ,118.7 
57789 ,江西,莲花,基本站,11357,2708 ,194.5 ,195.7 
57792 ,江西,分宜,一般站,11441,2749 ,93.7 ,94.9 
57793 ,江西,宜春,基准站,11423,2748 ,131.3 ,132.3 
57794 ,江西,芦溪,一般站,11401,2738 ,177.2 ,178.4 
57796,江西,新余,一般站,11453,2750,189.3 ,190.3 
57798 ,江西,安福,一般站,11436,2724 ,85.9 ,87.1 
57799 ,江西,吉安县,基本站,11455,2703 ,71.2 ,73.7 
57800 ,贵州,纳雍,一般站,10522,2646 ,1457.1 ,1458.6 
57803 ,贵州,黔西,基本站,10601,2702 ,1231.4 ,1232.4 
57805 ,贵州,织金,基本站,10546,2641 ,1319.3 ,1320.3 
57806 ,贵州,安顺,基本站,10554,2615 ,1431.1 ,1432.3 
57807 ,贵州,六枝,一般站,10528,2612 ,1361.9 ,1362.9 
57808 ,贵州,普定,一般站,10545,2619 ,1274.5 ,1275.7 
57809 ,贵州,镇宁,一般站,10545,2604,1251.0 ,1252.0 
57811 ,贵州,修文,一般站,10636,2650,1296.7 ,1297.7 
57814 ,贵州,平坝,一般站,10616,2625 ,1298.2 ,1299.2 
57816 ,贵州,贵阳,基准站,10644,2635 ,1223.8 ,1224.9 
57821 ,贵州,福泉,一般站,10730,2642 ,925.0 ,926.5 
57822 ,贵州,黄平,一般站,10754,2654 ,835.0 ,836.2 
57824 ,贵州,贵定,一般站,10714,2635 ,1001.0 ,1002.4 
57825 ,贵州,凯里,基本站,10759,2636 ,720.3 ,721.3 
57827 ,贵州,都匀,基本站,10732,2619,969.1 ,970.2 
57828 ,贵州,麻江,一般站,10735,2630 ,983.8 ,984.8 
57829 ,贵州,丹寨,一般站,10748,2612 ,963.2 ,964.2 
57832 ,贵州,三穗,基准站,10840,2658 ,626.9 ,627.8 
57834 ,贵州,台江,一般站,10818,2641 ,641.3 ,642.5 
57835 ,贵州,剑河,一般站,10826,2644,527.2 ,528.4 
57837 ,贵州,雷山,一般站,10804,2624 ,839.0 ,840.2 
57839 ,贵州,黎平,基本站,10908,2614 ,568.8 ,569.4 
57840 ,贵州,天柱,基本站,10912,2654,401.4 ,402.4 
